feature	ham_probability	spam_probability
0004	2.8363273313737948e-06	1.364183153047435e-06
0005	2.1817902549029191e-07	2.455529675485383e-06
0006	2.1817902549029191e-07	2.182693044875896e-06
0006509	4.3635805098058383e-07	2.72836630609487e-07
0006510	4.3635805098058383e-07	2.72836630609487e-07
0007	2.1817902549029191e-07	1.364183153047435e-06
000749580	2.1817902549029191e-07	5.45673261218974e-07
000750013	2.1817902549029191e-07	1.364183153047435e-06
0007571982	2.1817902549029191e-07	1.6370197836569222e-06
00076	2.1817902549029191e-07	8.185098918284611e-07
0008	2.1817902549029191e-07	8.185098918284611e-07
0009249480	2.1817902549029191e-07	8.185098918284611e-07
0009249481	2.1817902549029191e-07	8.185098918284611e-07
0009249504	2.1817902549029191e-07	8.185098918284611e-07
0009249505	2.1817902549029191e-07	8.185098918284611e-07
0009249506	2.1817902549029191e-07	8.185098918284611e-07
00098	2.1817902549029191e-07	8.185098918284611e-07
001	1.7890680090203937e-05	1.9917074034492552e-05
0010	6.545370764708757e-07	2.72836630609487e-07
001001	2.1817902549029191e-07	8.185098918284611e-07
00101	2.1817902549029191e-07	8.185098918284611e-07
0011	1.0690772249024303e-05	2.72836630609487e-07
001134	2.1817902549029191e-07	5.45673261218974e-07
0012	6.545370764708757e-07	5.45673261218974e-07
00128	2.1817902549029191e-07	5.45673261218974e-07
0013	2.1817902549029191e-07	5.45673261218974e-07
0014	2.1817902549029191e-07	8.185098918284611e-07
001452	4.3635805098058383e-07	2.72836630609487e-07
0015	4.3635805098058383e-07	2.72836630609487e-07
00156	2.1817902549029191e-07	1.091346522437948e-06
00157	2.1817902549029191e-07	5.45673261218974e-07
0016	2.1817902549029191e-07	8.185098918284611e-07
0017	2.1817902549029191e-07	1.6370197836569222e-06
001753	2.1817902549029191e-07	5.45673261218974e-07
0018	2.1817902549029191e-07	8.185098918284611e-07
0018457	2.1817902549029191e-07	8.185098918284611e-07
00190	2.1817902549029191e-07	1.909856414266409e-06
00191	2.1817902549029191e-07	1.091346522437948e-06
00193	2.1817902549029191e-07	1.091346522437948e-06
002	5.454475637257298e-06	8.730772179503584e-06
0020	2.1817902549029191e-07	2.182693044875896e-06
0021	4.3635805098058383e-07	2.72836630609487e-07
00212	2.1817902549029191e-07	1.091346522437948e-06
00214	2.1817902549029191e-07	5.45673261218974e-07
00218	2.1817902549029191e-07	1.364183153047435e-06
0022	8.727161019611677e-07	2.72836630609487e-07
00221	2.1817902549029191e-07	1.364183153047435e-06
00225	2.1817902549029191e-07	2.455529675485383e-06
0022505287290	2.1817902549029191e-07	5.45673261218974e-07
00226	2.1817902549029191e-07	1.091346522437948e-06
00229	2.1817902549029191e-07	5.45673261218974e-07
002299	2.1817902549029191e-07	5.45673261218974e-07
00232	2.1817902549029191e-07	1.091346522437948e-06
00233	2.1817902549029191e-07	5.45673261218974e-07
00233243601078	2.1817902549029191e-07	5.45673261218974e-07
00233244774480	2.1817902549029191e-07	5.45673261218974e-07
00235424	4.3635805098058383e-07	2.72836630609487e-07
0024	2.1817902549029191e-07	5.45673261218974e-07
00243	2.1817902549029191e-07	1.091346522437948e-06
00244	2.1817902549029191e-07	1.091346522437948e-06
00249	2.1817902549029191e-07	1.091346522437948e-06
0025	1.0908951274514595e-06	2.72836630609487e-07
00256	2.1817902549029191e-07	1.091346522437948e-06
00264	2.1817902549029191e-07	1.364183153047435e-06
0026654	2.1817902549029191e-07	8.185098918284611e-07
0027	1.0908951274514595e-06	1.091346522437948e-06
00270	2.1817902549029191e-07	2.72836630609487e-06
00271	2.1817902549029191e-07	1.091346522437948e-06
00273	2.1817902549029191e-07	1.091346522437948e-06
0028	6.545370764708757e-07	4.092549459142305e-06
002813	4.3635805098058383e-07	2.72836630609487e-07
0029	2.1817902549029191e-07	4.365386089751792e-06
00290	2.1817902549029191e-07	8.185098918284611e-07
00298	4.3635805098058383e-07	2.72836630609487e-07
003	3.2726853823543784e-06	7.093752395846663e-06
0030	1.0908951274514595e-06	5.45673261218974e-07
003002	2.1817902549029191e-07	8.185098918284611e-07
00309	2.1817902549029191e-07	1.091346522437948e-06
0031	2.1817902549029191e-07	1.909856414266409e-05
00317	2.1817902549029191e-07	1.091346522437948e-06
00318	2.1817902549029191e-07	1.091346522437948e-06
00319	2.1817902549029191e-07	5.7295692427992274e-06
0032	2.1817902549029191e-07	8.185098918284611e-07
00321	2.1817902549029191e-07	1.364183153047435e-06
00322	2.1817902549029191e-07	1.909856414266409e-06
00328	2.1817902549029191e-07	1.091346522437948e-06
00329	2.1817902549029191e-07	8.185098918284611e-07
0033	4.3635805098058383e-07	8.185098918284611e-07
003399	2.1817902549029191e-07	8.185098918284611e-07
0034	2.1817902549029191e-07	4.638222720361279e-06
00343938	6.545370764708757e-07	2.72836630609487e-07
0034636	2.1817902549029191e-07	5.45673261218974e-07
0034675429477	2.1817902549029191e-07	5.45673261218974e-07
00349	2.1817902549029191e-07	5.45673261218974e-07
00352	2.1817902549029191e-07	8.185098918284611e-07
00353	2.1817902549029191e-07	8.185098918284611e-07
00357	2.1817902549029191e-07	1.091346522437948e-06
00361	2.1817902549029191e-07	1.091346522437948e-06
0038	2.1817902549029191e-07	1.091346522437948e-06
0039	2.1817902549029191e-07	1.909856414266409e-06
004	2.618148305883503e-06	8.730772179503584e-06
0040	6.545370764708757e-07	2.72836630609487e-07
0041	2.1817902549029191e-07	5.45673261218974e-07
0042	4.3635805098058383e-07	2.72836630609487e-07
00421	2.1817902549029191e-07	8.185098918284611e-07
004227	2.1817902549029191e-07	1.909856414266409e-06
0043	4.3635805098058383e-07	2.72836630609487e-07
0044	3.2726853823543784e-06	3.5468761979233314e-06
00447900	2.1817902549029191e-07	5.45673261218974e-07
0045	4.3635805098058383e-07	8.185098918284611e-07
00450	2.1817902549029191e-07	8.185098918284611e-07
00453	4.3635805098058383e-07	2.72836630609487e-07
0046	4.3635805098058383e-07	2.72836630609487e-07
0047	4.3635805098058383e-07	2.72836630609487e-07
0049	4.3635805098058383e-07	2.72836630609487e-07
005	7.854444917650509e-06	8.457935548894097e-06
0050	2.1817902549029191e-07	6.0024058734087145e-06
00501723	4.3635805098058383e-07	2.72836630609487e-07
00508	4.3635805098058383e-07	2.72836630609487e-07
0051	4.3635805098058383e-07	5.45673261218974e-07
0052	4.3635805098058383e-07	1.091346522437948e-06
005227635846003	2.1817902549029191e-07	5.45673261218974e-07
00534580	4.3635805098058383e-07	2.72836630609487e-07
00535	4.3635805098058383e-07	2.72836630609487e-07
0054	4.3635805098058383e-07	2.72836630609487e-07
0055	4.3635805098058383e-07	2.72836630609487e-07
0057	8.727161019611677e-07	2.72836630609487e-07
005777986805	4.3635805098058383e-07	2.72836630609487e-07
005820	4.3635805098058383e-07	2.72836630609487e-07
006	1.963611229412627e-06	5.45673261218974e-06
0060	8.727161019611677e-07	6.0024058734087145e-06
0061	1.3090741529417515e-06	2.72836630609487e-07
00610505	4.3635805098058383e-07	2.72836630609487e-07
00623	4.3635805098058383e-07	2.72836630609487e-07
006600	2.1817902549029191e-07	8.185098918284611e-07
0067	8.727161019611677e-07	2.72836630609487e-07
006902704	6.545370764708757e-07	2.72836630609487e-07
007	2.8363273313737948e-06	7.093752395846663e-06
0070	2.618148305883503e-06	2.72836630609487e-07
0071	8.727161019611677e-07	2.72836630609487e-07
00720	4.3635805098058383e-07	2.72836630609487e-07
007225644647	2.1817902549029191e-07	8.185098918284611e-07
0074	4.3635805098058383e-07	2.72836630609487e-07
0075	1.5272531784320433e-06	2.72836630609487e-07
00754	2.1817902549029191e-07	5.45673261218974e-07
00758	6.545370764708757e-07	2.72836630609487e-07
00788769	2.1817902549029191e-07	8.185098918284611e-07
008	2.399969280393211e-06	6.0024058734087145e-06
0080	8.727161019611677e-07	1.6370197836569222e-06
008002	2.1817902549029191e-07	5.45673261218974e-07
00813	4.3635805098058383e-07	2.72836630609487e-07
00834	4.3635805098058383e-07	2.72836630609487e-07
0084493	2.1817902549029191e-07	5.45673261218974e-07
0085201238	2.1817902549029191e-07	5.45673261218974e-07
0086	2.1817902549029191e-07	1.909856414266409e-06
008613827465766	2.1817902549029191e-07	1.364183153047435e-06
008711	2.1817902549029191e-07	8.185098918284611e-07
0088	4.3635805098058383e-07	2.72836630609487e-07
00885	2.1817902549029191e-07	1.909856414266409e-06
009	1.963611229412627e-06	6.0024058734087145e-06
0090	4.3635805098058383e-07	2.72836630609487e-07
00911	6.545370764708757e-07	2.72836630609487e-07
00912	4.3635805098058383e-07	2.72836630609487e-07
00923	2.1817902549029191e-07	5.45673261218974e-07
0093	4.3635805098058383e-07	2.72836630609487e-07
00937614	2.1817902549029191e-07	2.182693044875896e-06
0095	2.1817902549029191e-07	1.091346522437948e-06
00971	2.1817902549029191e-07	8.185098918284611e-07
0098	2.1817902549029191e-07	5.45673261218974e-07
009842	2.1817902549029191e-07	5.45673261218974e-07
009888	2.1817902549029191e-07	5.45673261218974e-07
009900	4.3635805098058383e-07	2.72836630609487e-07
01	0.001825940264328253	0.00017734380989616657
010	1.5272531784320433e-06	6.684497449932432e-05
0100	2.181790254902919e-06	1.637019783656922e-05
0101	6.545370764708757e-07	5.45673261218974e-07
01010107	2.1817902549029191e-07	8.185098918284611e-07
01019	2.1817902549029191e-07	1.364183153047435e-06
0102	4.3635805098058383e-07	2.72836630609487e-07
010409	4.3635805098058383e-07	2.72836630609487e-07
010413	4.3635805098058383e-07	2.72836630609487e-07
010440	4.3635805098058383e-07	2.72836630609487e-07
010622	4.3635805098058383e-07	2.72836630609487e-07
0107	1.7454322039223353e-06	2.72836630609487e-07
01075	8.727161019611677e-07	2.72836630609487e-07
0108040	2.1817902549029191e-07	9.549282071332045e-06
0109	8.727161019611677e-07	8.185098918284611e-07
011	9.381698096082552e-06	1.8552890881445117e-05
0110	1.3090741529417515e-06	2.72836630609487e-07
011000	8.727161019611677e-07	2.72836630609487e-07
0111	6.545370764708757e-07	2.72836630609487e-07
01119715905	2.1817902549029191e-07	5.45673261218974e-07
0112	2.1817902549029191e-07	5.45673261218974e-07
0113	2.1817902549029191e-07	8.185098918284611e-07
011447859837917	2.1817902549029191e-07	5.45673261218974e-07
0115	2.1817902549029191e-07	8.185098918284611e-07
011601	4.3635805098058383e-07	2.72836630609487e-07
0117	4.3635805098058383e-07	2.72836630609487e-07
012	1.6581605937262184e-05	2.72836630609487e-06
012001	8.727161019611677e-07	2.72836630609487e-07
0121	4.3635805098058383e-07	2.72836630609487e-07
01210	2.1817902549029191e-07	8.185098918284611e-07
0122	2.1817902549029191e-07	5.45673261218974e-07
01222263545	2.1817902549029191e-07	5.45673261218974e-07
01225	2.1817902549029191e-07	8.185098918284611e-07
0123	2.1817902549029191e-07	5.45673261218974e-07
0125	4.3635805098058383e-07	5.45673261218974e-07
012501	4.3635805098058383e-07	2.72836630609487e-07
0125040	2.1817902549029191e-07	1.364183153047435e-06
012601	4.3635805098058383e-07	2.72836630609487e-07
012603	2.1817902549029191e-07	5.45673261218974e-07
0126040	2.1817902549029191e-07	8.457935548894097e-06
0129	2.1817902549029191e-07	5.45673261218974e-07
01295	2.1817902549029191e-07	1.909856414266409e-06
013	1.963611229412627e-06	3.819712828532818e-06
0130	2.1817902549029191e-07	8.185098918284611e-07
013002	4.3635805098058383e-07	5.45673261218974e-07
0134	8.727161019611677e-07	2.72836630609487e-07
0135	2.1817902549029191e-07	5.45673261218974e-07
0136	4.3635805098058383e-07	2.72836630609487e-07
0137	4.3635805098058383e-07	2.72836630609487e-07
014	3.0545063568640866e-06	2.72836630609487e-06
01400	2.1817902549029191e-07	5.45673261218974e-07
014004	2.1817902549029191e-07	8.185098918284611e-07
01405	2.1817902549029191e-07	5.45673261218974e-07
01408304990	2.1817902549029191e-07	5.45673261218974e-07
0141	6.545370764708757e-07	2.72836630609487e-07
0143	2.1817902549029191e-07	5.45673261218974e-07
01462	2.1817902549029191e-07	5.45673261218974e-07
01474	4.3635805098058383e-07	2.72836630609487e-07
0148	2.1817902549029191e-07	3.2740395673138443e-06
015	8.508981994121385e-06	3.0012029367043573e-06
01500	2.1817902549029191e-07	8.185098918284611e-07
01523312	2.1817902549029191e-07	5.45673261218974e-07
01523370	2.1817902549029191e-07	5.45673261218974e-07
0155	2.1817902549029191e-07	5.45673261218974e-07
015592	2.1817902549029191e-07	5.45673261218974e-07
016	1.963611229412627e-06	2.455529675485383e-06
0160	4.3635805098058383e-07	2.72836630609487e-07
0161	1.3090741529417515e-06	2.72836630609487e-07
017	1.7454322039223353e-06	2.182693044875896e-06
0170	2.1817902549029191e-07	5.45673261218974e-07
01702	2.1817902549029191e-07	1.364183153047435e-06
0171	3.0545063568640866e-06	2.72836630609487e-07
017201846	2.1817902549029191e-07	8.185098918284611e-07
01730	4.3635805098058383e-07	2.72836630609487e-07
01732	4.3635805098058383e-07	1.364183153047435e-06
01753	4.3635805098058383e-07	2.72836630609487e-07
01778	2.1817902549029191e-07	8.185098918284611e-07
0178	2.1817902549029191e-07	5.45673261218974e-07
0179	1.7454322039223353e-06	2.72836630609487e-07
018	1.0908951274514595e-06	2.455529675485383e-06
0180	4.3635805098058383e-07	2.72836630609487e-07
01801	2.1817902549029191e-07	8.185098918284611e-07
0180176345	2.1817902549029191e-07	5.45673261218974e-07
0181	6.545370764708757e-07	2.72836630609487e-07
0182	4.3635805098058383e-07	2.72836630609487e-07
0184	4.3635805098058383e-07	5.45673261218974e-07
01867	4.3635805098058383e-07	2.72836630609487e-07
01880	8.727161019611677e-07	2.72836630609487e-07
01890	2.1817902549029191e-07	1.6370197836569222e-06
019	1.7454322039223353e-06	1.091346522437948e-06
0190	4.3635805098058383e-07	4.638222720361279e-06
019017	2.1817902549029191e-07	8.185098918284611e-07
01906	2.1817902549029191e-07	8.185098918284611e-07
0191	1.0908951274514595e-06	2.72836630609487e-07
01915	2.1817902549029191e-07	5.45673261218974e-07
0192	4.3635805098058383e-07	2.72836630609487e-07
01928923	4.3635805098058383e-07	2.72836630609487e-07
0194	2.1817902549029191e-07	1.6370197836569222e-06
01945	2.1817902549029191e-07	5.45673261218974e-07
01965	4.3635805098058383e-07	2.72836630609487e-07
01989374546	2.1817902549029191e-07	5.45673261218974e-07
0199	2.1817902549029191e-07	3.0012029367043573e-06
02	0.0009824601517827844	8.730772179503585e-05
020	1.0690772249024303e-05	4.638222720361279e-06
0200	1.5272531784320433e-06	4.992910340153612e-05
02000000	4.3635805098058383e-07	2.72836630609487e-07
02005	2.1817902549029191e-07	5.45673261218974e-07
0201	4.3635805098058383e-07	5.45673261218974e-07
02010207	2.1817902549029191e-07	8.185098918284611e-07
020130	2.1817902549029191e-07	8.185098918284611e-07
0202	1.0908951274514595e-06	2.72836630609487e-07
02030706	2.1817902549029191e-07	8.185098918284611e-07
02066	2.1817902549029191e-07	5.45673261218974e-07
0207	3.4908644078446706e-06	2.72836630609487e-07
0207859035	2.1817902549029191e-07	8.185098918284611e-07
0208	8.727161019611677e-07	2.72836630609487e-07
021	2.181790254902919e-06	5.45673261218974e-06
0210	8.727161019611677e-07	2.72836630609487e-07
02109	8.727161019611677e-07	2.72836630609487e-07
02110	2.1817902549029191e-07	5.45673261218974e-07
021192	2.1817902549029191e-07	5.45673261218974e-07
021193	2.1817902549029191e-07	5.45673261218974e-07
021201	2.1817902549029191e-07	5.45673261218974e-07
0213	4.3635805098058383e-07	2.72836630609487e-07
02131	2.1817902549029191e-07	5.45673261218974e-07
02138	6.545370764708757e-07	2.72836630609487e-07
02139	4.3635805098058383e-07	2.72836630609487e-07
0214	8.727161019611677e-07	2.72836630609487e-07
02142	4.3635805098058383e-07	2.72836630609487e-07
02155	4.3635805098058383e-07	2.72836630609487e-07
0216	2.1817902549029191e-07	1.909856414266409e-06
02163	1.7454322039223353e-06	2.72836630609487e-07
0217041	2.1817902549029191e-07	1.909856414266409e-06
021893	2.1817902549029191e-07	5.45673261218974e-07
022	3.2726853823543784e-06	2.72836630609487e-06
0220	4.3635805098058383e-07	2.72836630609487e-07
0221040	2.1817902549029191e-07	2.455529675485383e-06
02215	4.3635805098058383e-07	2.72836630609487e-07
0223	4.3635805098058383e-07	2.72836630609487e-07
0226	4.3635805098058383e-07	2.72836630609487e-07
0227000	6.545370764708757e-07	2.72836630609487e-07
0228	2.1817902549029191e-07	5.45673261218974e-07
022900	1.5272531784320433e-06	2.72836630609487e-07
02299	2.1817902549029191e-07	5.45673261218974e-07
023	6.545370764708757e-07	3.5468761979233314e-06
0231	4.3635805098058383e-07	2.72836630609487e-07
023154	2.1817902549029191e-07	8.185098918284611e-07
0232	1.3090741529417515e-06	2.72836630609487e-07
02331	4.3635805098058383e-07	2.72836630609487e-07
0234	6.545370764708757e-07	5.45673261218974e-07
02344460766	2.1817902549029191e-07	1.091346522437948e-06
0236	6.545370764708757e-07	2.72836630609487e-07
02372	4.3635805098058383e-07	2.72836630609487e-07
024	2.618148305883503e-06	8.185098918284611e-07
0240	4.3635805098058383e-07	2.182693044875896e-06
0242	2.1817902549029191e-07	5.45673261218974e-07
02421	2.1817902549029191e-07	5.45673261218974e-07
0245	2.1817902549029191e-07	5.45673261218974e-07
02479	2.1817902549029191e-07	5.45673261218974e-07
0248	8.727161019611677e-07	2.72836630609487e-07
02494	2.1817902549029191e-07	5.45673261218974e-07
025	4.799938560786422e-06	1.1731975116207942e-05
0250	4.3635805098058383e-07	6.0024058734087145e-06
02539	2.1817902549029191e-07	8.185098918284611e-07
0255	6.545370764708757e-07	2.72836630609487e-07
025648	2.1817902549029191e-07	2.455529675485383e-06
02589	2.1817902549029191e-07	5.45673261218974e-07
026	1.5272531784320433e-06	3.819712828532818e-06
0261	4.3635805098058383e-07	2.72836630609487e-07
02624	2.1817902549029191e-07	8.185098918284611e-07
02625	2.1817902549029191e-07	5.45673261218974e-07
0263	4.3635805098058383e-07	2.72836630609487e-07
02631	4.3635805098058383e-07	2.72836630609487e-07
0267	1.0908951274514595e-06	2.72836630609487e-07
027	1.2218025427456346e-05	5.45673261218974e-07
0270	4.3635805098058383e-07	2.72836630609487e-07
02742	2.1817902549029191e-07	5.45673261218974e-07
0276	2.1817902549029191e-07	8.185098918284611e-07
02766	2.1817902549029191e-07	5.45673261218974e-07
02769007301040636	2.1817902549029191e-07	5.45673261218974e-07
028	3.4908644078446706e-06	1.6370197836569222e-06
0281	1.0908951274514595e-06	2.72836630609487e-07
02818	2.1817902549029191e-07	8.185098918284611e-07
02886	2.1817902549029191e-07	5.45673261218974e-07
02897893	2.1817902549029191e-07	5.45673261218974e-07
029	8.727161019611677e-07	8.185098918284611e-07
0290	4.3635805098058383e-07	2.72836630609487e-07
0291	4.3635805098058383e-07	2.72836630609487e-07
0295	1.0908951274514595e-06	5.45673261218974e-07
03	0.000751190384763075	9.767551375819635e-05
030	3.2726853823543784e-06	1.6370197836569222e-06
0300	1.0908951274514595e-06	1.718870772839768e-05
0301	2.1817902549029191e-07	5.45673261218974e-07
0305	4.3635805098058383e-07	2.72836630609487e-07
0306	8.727161019611677e-07	2.72836630609487e-07
03063	2.1817902549029191e-07	5.45673261218974e-07
0308	6.545370764708757e-07	8.185098918284611e-07
0309	4.3635805098058383e-07	8.185098918284611e-07
030901	4.3635805098058383e-07	2.72836630609487e-07
03090806	2.1817902549029191e-07	8.185098918284611e-07
0309091	4.3635805098058383e-07	2.72836630609487e-07
031	2.181790254902919e-06	1.6370197836569222e-06
0310041	2.1817902549029191e-07	2.7010826430339216e-05
03101	4.3635805098058383e-07	2.72836630609487e-07
0311	2.1817902549029191e-07	1.364183153047435e-06
03110	2.1817902549029191e-07	5.45673261218974e-07
0312	2.1817902549029191e-07	2.455529675485383e-06
0313	4.3635805098058383e-07	2.72836630609487e-07
0314	4.3635805098058383e-07	2.72836630609487e-07
03149	4.3635805098058383e-07	2.72836630609487e-07
0315	6.545370764708757e-07	2.72836630609487e-07
031500	2.1817902549029191e-07	1.6370197836569222e-06
03198118194477765	2.1817902549029191e-07	5.45673261218974e-07
032	1.0908951274514595e-06	2.72836630609487e-06
0324	6.545370764708757e-07	2.72836630609487e-07
0325567	6.545370764708757e-07	2.72836630609487e-07
0329	8.727161019611677e-07	2.72836630609487e-07
033	1.3090741529417515e-06	8.457935548894097e-06
0330	1.5272531784320433e-06	2.72836630609487e-07
03302	2.1817902549029191e-07	8.185098918284611e-07
0330206	2.1817902549029191e-07	1.091346522437948e-06
0331	6.545370764708757e-07	2.72836630609487e-07
03310	2.1817902549029191e-07	5.45673261218974e-07
0332	2.1817902549029191e-07	1.6370197836569222e-06
0333	2.1817902549029191e-07	5.45673261218974e-07
0335	6.545370764708757e-07	2.72836630609487e-07
034	1.7454322039223353e-06	3.0012029367043573e-06
0342	1.3090741529417515e-06	2.72836630609487e-07
0346	4.3635805098058383e-07	2.72836630609487e-07
0347	6.545370764708757e-07	2.72836630609487e-07
0348	6.545370764708757e-07	2.72836630609487e-07
0349	4.3635805098058383e-07	2.72836630609487e-07
035	4.799938560786422e-06	2.455529675485383e-06
0350	1.0908951274514595e-06	7.912262287675123e-06
0351	6.545370764708757e-07	2.72836630609487e-07
0353	1.0908951274514595e-06	2.72836630609487e-07
03568	2.1817902549029191e-07	8.185098918284611e-07
0357	4.58175953529613e-06	5.45673261218974e-07
036	1.0908951274514595e-06	5.45673261218974e-07
0360	2.1817902549029191e-07	6.0024058734087145e-06
0361	4.3635805098058383e-07	2.72836630609487e-07
0361770	4.3635805098058383e-07	2.72836630609487e-07
